XCoord;YCoord;ACT_NUM;STATUS_1;TYPE_DESC;DT_ENT;DESCRIPTION;ADDRESSFULL;NAME;PARCEL
990939.31266404;410376.62500000;T12DV10095;COMPLIAN;MULTIPLE TYPES;2012-10-30 00:00:00;Overgrown grass/weeds and excessive dog feces not cleaned in front and back yards.;7018 S LEARY DR      ;Barrio Nopal;138201120
992221.43766404;410385.40616798;T10DV05953;COMPLIAN;RES: MINIMUM HOUSING;2010-09-07 00:00:00;ROOF WAS BLOWN OFF AND NOW LEAKS INSIDE HOUSE-  TREE FELL OVER IN YARD. BATHROOM DRAIN DOESNT DRAIN;270 W TETON ST      ;Barrio Nopal;138210330
993949.06266404;410389.81266404;T10DV02393;COMPLIAN;ILLEGAL DUMPING;2010-04-20 00:00:00;ILLEGAL DUMPING COUCHES/TRASH/REFUSE ON EAST SIDE OF PROPERTY ON VACANT LOT;7017 S 6TH AV      ;Barrio Nopal;13815027A
993949.06266404;410389.81266404;T12DV02641;COMPLIAN;MULTIPLE TYPES;2012-04-05 00:00:00;TALL GRASS AND WEEDS WITH TRASH AND DEBRIS ON THE VACANT PROPERTY BEHIND THE HOUSE;7017 S 6TH AV      ;Barrio Nopal;13815027A
993448.75000000;410393.87500000;T10DV03906;NOVERIFY;REFUSE;2010-06-14 00:00:00;Excessive amount of trash and greenwaste built up in the alley.  ES does service alley. There is not any ES 350gb service in alley.;7009 S MISSIONDALE RD      ;Barrio Nopal;13818005D
991953.50000000;410395.90616798;T12DV01043;NOVERIFY;REFUSE;2012-02-13 00:00:00;ALLEY SWEEP - TRASH/DEBRIS;7002 S SAN FERNANDO RD      ;Barrio Nopal;138200500
992906.93766404;410396.09383202;T11DV00163;COMPLIAN;REFUSE;2011-01-07 00:00:00;OVERGROWN WEEDS AND DEBRIS;150 W TETON ST      ;Barrio Nopal;138210430
993612.12500000;410399.90616798;T10DV03882;COMPLIAN;REFUSE;2010-06-14 00:00:00;Referral from ES: residents throw trash over their wall into the alley.  A huge pile has been there for years. Caller is concerned about vermin & insects as well as fire hazard because the junk includes a dried Christmas tree. Said the alley gets a lot of traffic and concerned someone will throw a cigarette that will start a fire. Regular garbage service is at the front curb.;7010 S 6TH AV      ;Barrio Nopal;13818005A
993173.00000000;410404.56266404;T11DV00166;COMPLIAN;RESIDENTIAL STORAGE;2011-01-07 00:00:00;DEBRIS STORED IN FRONTYARD;110 W TETON ST      ;Barrio Nopal;138210470
1027283.25000000;410424.87500000;T13DV04199;COMPLIAN;REFUSE;2013-06-17 00:00:00;Trash in front yard and the side of house;6253 E STONECHAT DR      ;NULL;140373890
993447.93766404;410448.12500000;T12DV03012;COMPLIAN;MULTIPLE TYPES;2012-04-17 00:00:00;RWOP - ROOM ADDITION ADDED TO NORTH SIDE OF MAIN STRUCTURE TO INCLUDE ELECTRIC. PROPERTY OWNER IS RUNNING AN UPHOLSTERY BUSINESS FROM THE ADDITION.;7001 S MISSIONDALE RD      ;Barrio Nopal;13818005C
1004312.50000000;410456.03116798;T11DV03502;NOVERIFY;CLEAN CITIES INITIATIVE PGRM;2011-05-12 00:00:00;No violation observed as part of the CCIP project.;7001 S TUCSON BL      ;NULL;14042029A
1050449.62500000;429948.50000000;T10DV05232;NOVERIFY;WORK WITHOUT PERMITS-RESIDENTL;2010-08-09 00:00:00;Laying pipes and excavating with no permits.;9740 E ESCALANTE RD      ;NULL;13631003G
993292.12500000;429955.03116798;T10DV08308;COMPLIAN;MULTIPLE TYPES;2010-11-16 00:00:00;WEEDS AND TRASH IN EASEMENT/ALLEY;3756 S 6TH AV      ;NULL;11917048B
991301.62500000;429960.84383202;T10DV07495;COMPLIAN;WORK WITHOUT PERMITS-RESIDENTL;2010-10-21 00:00:00;RE-FRAMING A ROOF OF STORAGE IN THE REAR OF THE PROPERTY.  APPROX. 12' X 24'.  HAS EXPIRED PERMIT FOR A CARPORT AND PORCH T97CM03190 ON 9-1-99 AND NEED CORRECTION.;3742 S LUNDY AV      ;NULL;119045920
991980.87500000;429969.37500000;T10DV06705;NOVERIFY;RESIDENTIAL ZONING;2010-09-30 00:00:00;Travel trailer being lived in driveway;3750 S BELMAR AV      ;NULL;119045710
982779.25000000;429975.96883202;T12DV10459;NOVERIFY;WEEDS;2012-11-13 00:00:00;WEEDS SWEEP - FRONT PROPERTY;3755 S MISSION RD      ;Santa Cruz Southwest;119215930
991824.62500000;429986.06266404;T12DV03233;COMPLIAN;WEEDS;2012-04-23 00:00:00;WEEDS;3743 S LIBERTY AV      ;NULL;119041250
1052685.25000000;429988.71883202;T11DV07214;COMPLIAN;RES: MINIMUM HOUSING;2011-09-09 00:00:00;No AC, has water, but the pipes keep bursting, electricity is sporadic. Does have one room cool presently, with window AC;10107 E DESERT AIRE DR      ;NULL;136310370
1052685.25000000;429988.71883202;T12DV07872;NOVERIFY;REFUSE;2012-08-30 00:00:00;TRASH IN BACK YARD;10107 E DESERT AIRE DR      ;NULL;136310370
1002514.62500000;429996.21883202;T11DV04626;NOVERIFY;FIRE AT COMMERCIAL BUILDING;2011-06-18 00:00:00;COMMERCIAL FIRE;2225 E AJO WY      ;Las Vistas;13208007J
1029265.50000000;430008.18766404;T12DV07569;NOVERIFY;WEEDS;2012-08-24 00:00:00;Overgrown weeds and vegetation.;6517 E ESCALANTE RD      ;Stella Mann;13623597A
991301.50000000;430010.34383202;T10DV04106;COMPLIAN;MULTIPLE TYPES;2010-06-22 00:00:00;TRASH/JMV/DEBRIS;3738 S LUNDY AV      ;NULL;119045930
1001301.43766404;430015.18766404;T11DV02458;NOVERIFY;SIGN VIOLATION;2011-04-12 00:00:00;Sign violation.;1979 E AJO WY      ;Las Vistas;132082390
1030311.68766404;430018.09383202;T13DV06919;FIELD   ;WEEDS;2013-09-16 00:00:00;Overgrown weeds at the curbside.;6663 E ESCALANTE RD      ;Stella Mann;136233670
1030311.68766404;430018.09383202;T12DV05546;COMPLIAN;WEEDS;2012-07-02 00:00:00;WEEDS NEAR SIDEWALK/CURB;6663 E ESCALANTE RD      ;Stella Mann;136233670
1031090.62500000;430021.53116798;T12DV05343;COMPLIAN;JUNK MOTOR VEHICLES;2012-06-27 00:00:00;Junk vehicle on lot.;6805 E ESCALANTE RD      ;Stella Mann;136233530
1030794.81266404;430023.84383202;T10DV03391;COMPLIAN;REFUSE;2010-05-24 00:00:00;Junk and refuse in the front yard.;6743 E ESCALANTE RD      ;Stella Mann;136233590
1030794.81266404;430023.84383202;T13DV06920;FIELD   ;WEEDS;2013-09-16 00:00:00;Overgrown weeds at the curbside.;6743 E ESCALANTE RD      ;Stella Mann;136233590
1030794.81266404;430023.84383202;T12DV07048;COMPLIAN;WEEDS;2012-08-13 00:00:00;Weeds on property;6743 E ESCALANTE RD      ;Stella Mann;136233590
1029035.93766404;430024.87500000;T11DV09972;COMPLIAN;WORK WITHOUT PERMITS-RESIDENTL;2011-12-14 00:00:00;BUILDING A WALL RIGHT UP TO THE EDGE OF THE PROPERTY LINE. BLOCKING VIEW OF ONCOMING TRAFFIC. ---> W/O PERMITS;6505 E ESCALANTE RD      ;Stella Mann;136235990
1029550.75000000;430026.65616798;T13DV00155;COMPLIAN;WEEDS;2013-01-09 00:00:00;WEEDS on entire property;6553 E ESCALANTE RD      ;Stella Mann;13623591A
990975.75000000;430029.53116798;T10DV05345;COMPLIAN;ILLEGAL DUMPING;2010-08-11 00:00:00;Large mattress dumped in the alley behind resident.  Alley near this address is a mess.  ES has no trash service in the alley.;3742 S CLARK AV      ;NULL;119046060
1030608.18766404;430031.78116798;T12DV08293;NOVERIFY;MULTIPLE TYPES;2012-09-10 00:00:00;Weeds extending to public walk through area.;6731 E ESCALANTE RD      ;Stella Mann;136233610
1031194.50000000;430035.21883202;T13DV06921;FIELD   ;WEEDS;2013-09-16 00:00:00;Overgrown weeds at the curbside.;6811 E ESCALANTE RD      ;Stella Mann;136233520
1031194.50000000;430035.21883202;T12DV08294;COMPLIAN;MULTIPLE TYPES;2012-09-10 00:00:00;Weeds extending to public walk through area.;6811 E ESCALANTE RD      ;Stella Mann;136233520
991823.43766404;430037.09383202;T11DV02078;COMPLIAN;WEEDS;2011-03-31 00:00:00;WEEDS;3737 S LIBERTY AV      ;NULL;119041240
1031308.62500000;430038.34383202;T12DV05344;COMPLIAN;MULTIPLE TYPES;2012-06-27 00:00:00;Excessive weeds near public walk way.  Junk vehicle.;6817 E ESCALANTE RD      ;Stella Mann;136233510
1031511.50000000;430042.34383202;T12DV08310;COMPLIAN;WEEDS;2012-09-10 00:00:00;Weeds;3739 S JESSICA AV      ;Stella Mann;136233130
1031511.50000000;430042.34383202;T12DV03131;COMPLIAN;WEEDS;2012-04-19 00:00:00;Overgrown weeds & vegetation.;3739 S JESSICA AV      ;Stella Mann;136233130
1031873.68766404;430042.87500000;T12DV08295;NOVERIFY;MULTIPLE TYPES;2012-09-10 00:00:00;Weeds extending to public walk through area.;6933 E ESCALANTE RD      ;Stella Mann;136233060
1031686.81266404;430045.56266404;T12DV09278;NOVERIFY;MULTIPLE TYPES;2012-10-02 00:00:00;Carport storage, weeds in yard.;6901 E ESCALANTE RD      ;Stella Mann;136233110
1030093.75000000;430051.56266404;T12DV03913;COMPLIAN;WEEDS;2012-05-11 00:00:00;WEEDS;6647 E ESCALANTE RD      ;Stella Mann;13623582A
1030093.75000000;430051.56266404;T13DV06918;FIELD   ;WEEDS;2013-09-16 00:00:00;Overgrown weeds at the curbside.;6647 E ESCALANTE RD      ;Stella Mann;13623582A
1034678.06266404;430052.68766404;T12DV07350;PENDING ;MULTIPLE TYPES;2012-08-21 00:00:00;Illegal home occupantion, fence being put up without a site plan review.;7359 E BELLINGHAM DR      ;NULL;136347160
992147.43766404;430055.46883202;T12DV04156;COMPLIAN;WEEDS;2012-05-18 00:00:00;WEEDS;3737 S BELMAR AV      ;NULL;119045580
991629.06266404;430056.65616798;T12DV09662;COMPLIAN;REFUSE;2012-10-15 00:00:00;Mattress in yard;3732 S LIBERTY AV      ;NULL;119041300
991300.37500000;430059.75000000;T10DV02125;COMPLIAN;WEEDS;2010-04-14 00:00:00;OVERGROWN VEGETATION THROUGHOUT PROPERTY;3732 S LUNDY AV      ;NULL;119045940
1034483.37500000;430060.43766404;T10DV04014;COMPLIAN;MULTIPLE TYPES;2010-06-18 00:00:00;JMV in carport.  Yard full of tall weeds.  The yard is filled with various junk.;7346 E BELLINGHAM DR      ;NULL;136347170
1034483.37500000;430060.43766404;T12DV08164;COMPLIAN;MULTIPLE TYPES;2012-09-06 00:00:00;Storage in Carport and Overgrown Vegetation;7346 E BELLINGHAM DR      ;NULL;136347170
1032544.25000000;430061.50000000;T10DV03217;NOVERIFY;WEEDS;2010-05-18 00:00:00;LARGE AMOUNTS OF WEEDS.;7056 E STRIKE EAGLE WY      ;NULL;136238810
1038505.93766404;430062.12500000;T12DV02616;COMPLIAN;MULTIPLE TYPES;2012-04-03 00:00:00;MULTIPLE;7979 E ESCALANTE RD      ;Lakeside Park;136192110
1038505.93766404;430062.12500000;T11DV01524;COMPLIAN;REFUSE;2011-03-11 00:00:00;MATTRESS AND BOX SPRING IN REAR PROPERTY;7979 E ESCALANTE RD      ;Lakeside Park;136192110
1038604.18766404;430070.21883202;T12DV02468;COMPLIAN;REFUSE;2012-03-29 00:00:00;Illegal dumping, trash and refuse being dumped on the side of unit 3. Caller believes it is coming from unit 2...tires, pipes behind the unit.;7983 E ESCALANTE RD      ;Lakeside Park;136192090
993290.37500000;430070.62500000;T10DV08322;COMPLIAN;WEEDS;2010-11-16 00:00:00;WEEDS IN ALLEY / EASEMENT;3744 S 6TH AV      ;NULL;11917046F
990835.18766404;430071.15616798;T10DV02379;NOVERIFY;WORK WITHOUT PERMITS-RESIDENTL;2010-04-20 00:00:00;RWOP/MASSAGE CHAIRS INSTALLED. ALSO ELECTRICAL AND PLUMBING WORK DONE WITHOUT PERMIT;3741 S 12TH AV      ;NULL;11904600F
990835.18766404;430071.15616798;T12DV01540;COMPLIAN;SIGN VIOLATION;2012-02-29 00:00:00;SIGN VIOLATION;3741 S 12TH AV      ;NULL;11904600F
990680.50000000;430071.81266404;T12DV10844;COMPLIAN;GRAFFITI;2012-12-03 00:00:00;The shopping center at 12th Avenue and Ajo Way has lots of graffiti in the back of the center.;3701 S 12TH AV      ;NULL;11904600F
1031611.81266404;430075.37500000;T12DV05544;COMPLIAN;JUNK MOTOR VEHICLES;2012-07-02 00:00:00;JMV;6831 E ESCALANTE RD      ;Stella Mann;136233120
1029949.43766404;430076.62500000;T12DV07446;COMPLIAN;MULTIPLE TYPES;2012-08-22 00:00:00;Tall weeds, trash/dog feces, toilet on front porch and broken front window. Dilapidated fence in rear property. Occupants recently abandoned the property.;6629 E ESCALANTE RD      ;Stella Mann;13623585A
1038399.37500000;430079.56266404;T11DV08624;NOVERIFY;MULTIPLE TYPES;2011-10-21 00:00:00;Vacant lot with overgrown trees/vegetation/grass/weeds and trash throughout.;7941 E ESCALANTE RD      ;Lakeside Park;13619212A
1030813.50000000;430080.84383202;T12DV04045;NOVERIFY;RESIDENTIAL ZONING;2012-05-16 00:00:00;Someone living in the RV in the front yard. Utilities are running to the RV;6749 E ESCALANTE RD      ;Stella Mann;136233580
1030436.68766404;430083.96883202;T13DV00700;PENDING ;RES: VACANT & ABANDONED;2013-01-31 00:00:00;VACANT;6715 E ESCALANTE RD      ;Stella Mann;136233640
1033407.93766404;430087.34383202;T12DV04056;COMPLIAN;WEEDS;2012-05-16 00:00:00;Overgrown Vegetation in the Alley.;3724 S MARVIN PL      ;NULL;136347840
1033407.93766404;430087.34383202;T12DV09353;COMPLIAN;WEEDS;2012-10-04 00:00:00;Grass/weeds throughout property particularly in the rear.;3724 S MARVIN PL      ;NULL;136347840
1028977.00000000;430087.53116798;T12DV06712;NOVERIFY;WEEDS;2012-08-08 00:00:00;weeds;3749 S CALLE POLAR      ;Stella Mann;136236000
991166.56266404;430088.28116798;T11DV02243;COMPLIAN;JUNK MOTOR VEHICLES;2011-04-06 00:00:00;JMV (RV);3733 S CLARK AV      ;NULL;119046120
991166.56266404;430088.28116798;T10DV00991;COMPLIAN;RES: MINIMUM HOUSING;2010-03-03 00:00:00;#A - NO PHONE (STATES SHE IS ALWAYS HOME).LEAK UNDER KITCHEN SINK, TOILET OVERFLOWS, BATHROOM WINDOW BROKEN (TENANT HAS SECURED WITH DUCT TAPE), NO SMOKE DETECTORS.;3733 S CLARK AV      ;NULL;119046120
991166.56266404;430088.28116798;T11DV00041;COMPLIAN;RES: MINIMUM HOUSING;2011-01-05 00:00:00;HOLE IN ROOF FROM REMOVED COOLER. PLYWOOD WITH CINDER BLOCK. PLUMBING CLOGGED. RV ON PROPERTY. BEES IN TREE.;3733 S CLARK AV      ;NULL;119046120
991166.56266404;430088.28116798;T12DV02494;COMPLIAN;WEEDS;2012-03-30 00:00:00;WEEDS & TRASH & DEBRIS;3733 S CLARK AV      ;NULL;119046120
991166.56266404;430088.28116798;T12DV03422;COURTCMP;WEEDS;2012-04-26 00:00:00;TRASH & DEBRIS & JMV;3733 S CLARK AV      ;NULL;119046120
